"respID","shape","ranges","rLaimNelaim","rCerIzmis","rUztrMier","rBrivIerob","rApmAizkait","rInterGarl","rPatNepat"
"362","r50","9","100,0,86,0,0,0,0","100","0","86","0","0","0","0"
"363","r50","10","0,0,59,91,0,37,53","0","0","59","91","0","37","53"
"364","r50","13","0,0,70,50,0,0,0","0","0","70","50","0","0","0"
"365","r50","14","0,0,0,0,0,0,0","0","0","0","0","0","0","0"
"366","r50","16","0,0,64,0,0,0,0","0","0","64","0","0","0","0"
"367","r51","1","31,42,48,40,28,34,22","31","42","48","40","28","34","22"
"368","r51","6","65,48,50,54,73,79,67","65","48","50","54","73","79","67"
"369","r51","10","70,49,48,76,65,67,58","70","49","48","76","65","67","58"
"370","r51","14","52,37,58,48,60,56,58","52","37","58","48","60","56","58"
"371","r51","15","46,29,64,27,31,45,48","46","29","64","27","31","45","48"
"372","r51","16","60,45,58,27,56,65,76","60","45","58","27","56","65","76"
"373","r51","17","59,82,28,72,92,23,84","59","82","28","72","92","23","84"
"374","r52","1","0,31,0,96,0,0,67","0","31","0","96","0","0","67"
"375","r52","6","50,0,100,0,0,27,46","50","0","100","0","0","27","46"
"376","r52","9","55,69,14,0,54,0,63","55","69","14","0","54","0","63"
"377","r52","13","0,0,0,0,0,0,0","0","0","0","0","0","0","0"
"378","r52","14","0,0,0,0,0,0,0","0","0","0","0","0","0","0"
"379","r52","15","0,0,43,0,0,25,0","0","0","43","0","0","25","0"
"380","r52","17","0,0,56,0,51,27,0","0","0","56","0","51","27","0"
"381","r53","8","32,50,70,41,49,74,20","32","50","70","41","49","74","20"
"382","r53","10","74,31,60,79,81,65,63","74","31","60","79","81","65","63"
"383","r53","13","38,65,20,48,65,33,35","38","65","20","48","65","33","35"
"384","r53","15","14,24,75,19,16,49,19","14","24","75","19","16","49","19"
"385","r53","16","47,19,84,11,14,80,18","47","19","84","11","14","80","18"
"386","r53","17","34,69,18,53,61,18,48","34","69","18","53","61","18","48"
"387","r54","1","66,64,50,26,60,11,86","66","64","50","26","60","11","86"
"388","r54","7","65,79,50,90,61,35,75","65","79","50","90","61","35","75"
"389","r54","10","50,9,100,72,6,20,12","50","9","100","72","6","20","12"
"390","r54","11","50,1,100,100,50,100,14","50","1","100","100","50","100","14"
"391","r54","13","50,7,66,66,21,85,21","50","7","66","66","21","85","21"
"392","r54","14","30,22,18,20,17,29,28","30","22","18","20","17","29","28"
"393","r54","16","75,73,34,1,71,74,64","75","73","34","1","71","74","64"
"394","r55","7","41,30,33,47,32,31,28","41","30","33","47","32","31","28"
"395","r55","8","53,46,50,46,48,36,40","53","46","50","46","48","36","40"
"396","r55","10","49,46,54,58,50,47,30","49","46","54","58","50","47","30"
"397","r55","13","47,44,76,49,35,20,17","47","44","76","49","35","20","17"
"398","r55","15","12,12,77,9,11,13,8","12","12","77","9","11","13","8"
"399","r55","16","51,48,45,55,42,46,34","51","48","45","55","42","46","34"
"400","r56","6","45,6,87,6,8,23,69","45","6","87","6","8","23","69"
"401","r56","8","68,69,11,84,46,90,81","68","69","11","84","46","90","81"
"402","r56","9","82,14,82,8,23,31,94","82","14","82","8","23","31","94"
"403","r56","10","100,100,50,98,100,70,75","100","100","50","98","100","70","75"
"404","r56","13","59,19,29,57,81,78,51","59","19","29","57","81","78","51"
"405","r56","15","2,7,28,3,4,12,4","2","7","28","3","4","12","4"
"406","r56","17","31,28,8,0,60,1,50","31","28","8","0","60","1","50"
"407","r57","6","95,93,6,5,95,92,96","95","93","6","5","95","92","96"
"408","r57","8","89,90,15,49,91,6,88","89","90","15","49","91","6","88"
"409","r57","9","9,10,93,9,11,8,9","9","10","93","9","11","8","9"
"410","r57","13","92,94,10,93,92,95,91","92","94","10","93","92","95","91"
"411","r57","14","8,8,7,6,7,8,5","8","8","7","6","7","8","5"
"412","r57","15","9,8,90,10,6,8,10","9","8","90","10","6","8","10"
"413","r57","16","4,8,5,5,7,6,8","4","8","5","5","7","6","8"
"414","r58","1","3,29,80,75,36,82,41","3","29","80","75","36","82","41"
"415","r58","6","31,77,23,69,73,75,75","31","77","23","69","73","75","75"
"416","r58","10","50,60,91,90,62,47,10","50","60","91","90","62","47","10"
"417","r58","11","0,3,50,0,0,10,0","0","3","50","0","0","10","0"
"418","r58","13","68,56,52,51,50,59,49","68","56","52","51","50","59","49"
"419","r58","15","61,29,83,26,20,75,80","61","29","83","26","20","75","80"
"420","r58","16","55,50,71,65,79,43,0","55","50","71","65","79","43","0"
"421","r58","17","91,89,3,73,78,22,79","91","89","3","73","78","22","79"
"422","r59","1","66,49,78,76,76,78,90","66","49","78","76","76","78","90"
"423","r59","6","45,40,74,44,33,78,33","45","40","74","44","33","78","33"
"424","r59","7","45,33,47,81,52,41,29","45","33","47","81","52","41","29"
"425","r59","8","65,62,57,38,69,71,72","65","62","57","38","69","71","72"
"426","r59","9","49,50,82,24,43,39,48","49","50","82","24","43","39","48"
"427","r59","13","42,42,39,70,50,34,27","42","42","39","70","50","34","27"
"428","r59","16","41,41,56,48,41,49,37","41","41","56","48","41","49","37"
